amp,motor_temp,ambient_temp,vib_x,vib_y,vib_z,timestamp,motor_id,operating_hours,status
0.0,30.43,32.58,-1.605,-0.654,0.348,2026-04-02 06:35:00,MTR-02,4025,Normal
0.072,25.36,32.67,-1.439,0.392,1.828,2026-04-02 06:40:00,MTR-02,2640,Normal
0.111,30.75,32.72,0.195,-0.5,0.692,2026-04-02 06:45:00,MTR-02,1848,Normal
0.177,30.32,32.67,0.17,1.03,1.951,2026-04-02 06:50:00,MTR-02,1073,Normal
0.007,30.41,32.67,2.0,-0.341,0.344,2026-04-02 06:55:00,MTR-01,2718,Normal
0.068,30.62,32.81,-2.0,-0.003,1.633,2026-04-02 07:00:00,MTR-01,3758,Normal
0.05,31.38,32.77,0.745,-0.494,0.693,2026-04-02 07:05:00,MTR-02,1468,Normal
0.003,30.45,32.72,-2.0,-0.597,1.054,2026-04-02 07:10:00,MTR-02,3960,Normal
0.037,30.13,32.72,2.0,-0.447,0.455,2026-04-02 07:15:00,MTR-03,1378,Normal
0.085,30.43,32.77,-1.458,0.352,1.827,2026-04-02 07:20:00,MTR-02,1295,Normal
0.081,30.75,32.72,2.0,-0.109,0.338,2026-04-02 07:25:00,MTR-02,2096,Normal
0.024,31.17,32.72,-2.0,-0.168,1.508,2026-04-02 07:30:00,MTR-01,1090,Normal
0.0,30.55,32.77,1.136,-0.502,0.641,2026-04-02 07:35:00,MTR-02,3395,Normal
0.064,31.15,32.81,-2.0,-0.846,0.421,2026-04-02 07:40:00,MTR-01,3509,Normal
0.138,30.34,32.81,2.0,0.078,0.418,2026-04-02 07:45:00,MTR-03,3449,Normal
0.011,31.2,32.86,-2.0,-0.693,0.827,2026-04-02 07:50:00,MTR-03,2327,Normal
0.098,30.87,32.81,0.04,0.994,1.957,2026-04-02 07:55:00,MTR-03,3963,Normal
0.0,30.66,32.91,0.187,-0.504,0.704,2026-04-02 08:00:00,MTR-02,3066,Normal
0.081,30.11,32.86,-0.944,0.65,1.905,2026-04-02 08:05:00,MTR-03,2509,Normal
0.146,30.64,32.91,2.0,0.318,0.588,2026-04-02 08:10:00,MTR-01,3272,Normal
0.081,31.17,32.91,-2.0,-0.81,0.525,2026-04-02 08:15:00,MTR-03,4297,Normal
0.0,29.67,32.95,2.0,0.346,0.618,2026-04-02 08:20:00,MTR-02,2751,Normal
0.0,30.85,32.91,0.037,-0.513,0.69,2026-04-02 08:25:00,MTR-01,1724,Normal
0.059,30.75,32.91,-1.181,0.573,1.902,2026-04-02 08:30:00,MTR-01,4867,Normal
0.072,30.66,32.86,1.797,-0.509,0.491,2026-04-02 08:35:00,MTR-03,4093,Normal
0.159,28.74,32.91,-1.881,-0.727,0.254,2026-04-02 08:40:00,MTR-03,1764,Normal
0.0,30.18,32.91,0.372,1.117,1.978,2026-04-02 08:45:00,MTR-02,4332,Normal
0.111,30.78,32.95,1.259,-0.525,0.599,2026-04-02 08:50:00,MTR-02,3549,Normal
0.029,21.9,33.0,-1.853,-0.719,0.264,2026-04-02 08:55:00,MTR-02,2797,Normal
0.129,30.55,33.0,0.061,1.028,1.978,2026-04-02 09:00:00,MTR-03,4861,Normal
0.111,31.03,32.95,0.838,-0.521,0.66,2026-04-02 09:05:00,MTR-01,2142,Normal
0.0,30.45,33.0,-2.0,-0.856,0.177,2026-04-02 09:10:00,MTR-01,3957,Normal
0.016,31.1,33.0,2.0,0.941,1.198,2026-04-02 09:15:00,MTR-03,3805,Normal
0.033,29.76,32.95,-2.0,-0.837,0.166,2026-04-02 09:20:00,MTR-02,4274,Normal
0.016,30.92,32.91,-1.422,0.477,1.867,2026-04-02 09:25:00,MTR-03,4636,Normal
0.011,30.92,33.09,1.369,-0.531,0.594,2026-04-02 09:30:00,MTR-02,2853,Normal
0.0,30.82,33.05,-2.0,0.114,1.687,2026-04-02 09:35:00,MTR-02,1681,Normal
0.0,30.45,33.09,2.0,1.198,1.557,2026-04-02 09:40:00,MTR-03,4770,Normal
0.09,31.92,33.09,-1.456,-0.647,0.39,2026-04-02 09:45:00,MTR-01,3118,Normal
0.0,30.94,33.05,-0.321,0.935,1.994,2026-04-02 09:50:00,MTR-02,3484,Normal
0.0,35.79,33.19,2.0,0.731,1.014,2026-04-02 09:55:00,MTR-01,3754,Warning
0.0,30.43,33.19,-2.0,-0.789,0.16,2026-04-02 10:00:00,MTR-02,4992,Normal
0.0,30.89,33.05,0.94,1.238,1.933,2026-04-02 10:05:00,MTR-03,3123,Normal
0.0,45.03,33.19,2.0,0.419,0.724,2026-04-02 10:10:00,MTR-03,2586,Critical
0.0,28.94,33.19,-2.0,-0.765,0.161,2026-04-02 10:15:00,MTR-01,1086,Normal
0.016,30.66,33.14,0.589,1.169,1.958,2026-04-02 10:20:00,MTR-02,3979,Normal
0.007,30.89,33.09,2.0,0.68,0.963,2026-04-02 10:25:00,MTR-01,1404,Normal
0.011,30.22,33.19,-1.602,-0.677,0.336,2026-04-02 10:30:00,MTR-02,4618,Normal
0.0,30.43,33.14,-0.922,0.721,1.951,2026-04-02 10:35:00,MTR-01,1029,Normal
0.059,31.06,33.14,2.0,1.118,1.455,2026-04-02 10:40:00,MTR-03,4117,Normal
0.016,30.45,33.19,-0.406,-0.56,0.617,2026-04-02 10:45:00,MTR-02,1323,Normal
0.0,30.43,33.14,-2.0,-0.083,1.512,2026-04-02 10:50:00,MTR-03,4054,Normal
0.064,30.8,33.24,0.216,1.087,2.0,2026-04-02 10:55:00,MTR-02,3936,Normal
0.011,30.66,33.19,2.0,-0.533,0.403,2026-04-02 11:00:00,MTR-03,2558,Normal
0.0,31.15,33.24,-2.0,-0.828,0.194,2026-04-02 11:05:00,MTR-02,4769,Normal
0.011,31.66,33.24,-2.0,-0.663,0.728,2026-04-02 11:10:00,MTR-02,1955,Normal
0.0,31.15,33.19,1.186,1.263,1.919,2026-04-02 11:15:00,MTR-01,4591,Normal
0.037,30.2,33.24,2.0,-0.388,0.335,2026-04-02 11:20:00,MTR-03,3429,Normal
0.111,34.19,33.24,2.0,-0.49,0.413,2026-04-02 11:25:00,MTR-02,2633,Normal
0.194,30.06,33.28,-2.0,-0.767,0.182,2026-04-02 11:30:00,MTR-03,3338,Normal
0.042,30.96,33.28,-2.0,-0.095,1.5,2026-04-02 11:35:00,MTR-03,4876,Normal
0.159,30.27,33.24,-2.0,0.203,1.742,2026-04-02 11:40:00,MTR-03,2801,Normal
0.016,30.48,33.38,2.0,1.142,1.505,2026-04-02 11:45:00,MTR-03,3288,Normal
0.081,30.99,33.38,2.0,-0.416,0.327,2026-04-02 11:50:00,MTR-03,1448,Normal
0.081,31.03,33.42,2.0,-0.198,0.357,2026-04-02 11:55:00,MTR-01,2742,Normal
0.103,33.98,33.38,0.646,-0.539,0.633,2026-04-02 12:00:00,MTR-02,2831,Normal
0.011,30.94,33.47,-1.967,-0.746,0.215,2026-04-02 12:05:00,MTR-03,2834,Normal
0.011,31.27,33.38,-1.384,-0.646,0.398,2026-04-02 12:10:00,MTR-03,4891,Normal
0.0,31.01,33.42,-2.0,-0.779,0.416,2026-04-02 12:15:00,MTR-01,1499,Normal
0.09,31.08,33.38,-2.0,0.056,1.631,2026-04-02 12:20:00,MTR-03,2544,Normal
0.12,31.13,33.47,-2.0,-0.409,1.14,2026-04-02 12:25:00,MTR-01,2449,Normal
0.0,30.85,33.33,-0.357,0.935,2.0,2026-04-02 12:30:00,MTR-03,4504,Normal
0.0,31.17,33.38,2.0,1.014,1.355,2026-04-02 12:35:00,MTR-01,3475,Normal
0.068,31.57,33.38,2.0,1.239,1.696,2026-04-02 12:40:00,MTR-03,2358,Normal
0.0,31.76,33.33,2.0,-0.093,0.396,2026-04-02 12:45:00,MTR-03,1947,Normal
0.0,31.1,33.47,0.875,-0.536,0.626,2026-04-02 12:50:00,MTR-02,1555,Normal
0.0,31.57,33.38,2.0,-0.458,0.344,2026-04-02 12:55:00,MTR-01,1068,Normal
0.072,30.27,33.42,0.375,-0.547,0.668,2026-04-02 13:00:00,MTR-01,2434,Normal
0.007,31.48,33.47,-1.516,-0.652,0.374,2026-04-02 13:05:00,MTR-02,1381,Normal
0.011,30.85,33.47,-2.0,-0.817,0.153,2026-04-02 13:10:00,MTR-02,3098,Normal
0.0,30.85,33.42,-1.87,-0.72,0.256,2026-04-02 13:15:00,MTR-02,3440,Normal
0.094,31.17,33.52,-2.0,-0.736,0.528,2026-04-02 13:20:00,MTR-03,4180,Normal
0.168,30.8,33.47,-2.0,0.182,1.716,2026-04-02 13:25:00,MTR-03,1717,Normal
0.0,31.31,33.52,-2.0,-0.355,1.212,2026-04-02 13:30:00,MTR-01,3923,Normal
0.029,31.5,33.61,-1.577,0.454,1.887,2026-04-02 13:35:00,MTR-03,1364,Normal
0.12,30.38,33.57,-0.205,0.983,2.0,2026-04-02 13:40:00,MTR-02,1495,Normal
0.0,31.36,33.57,-2.0,-0.07,1.512,2026-04-02 13:45:00,MTR-03,2380,Normal
0.138,31.1,33.61,-0.531,0.896,2.0,2026-04-02 13:50:00,MTR-02,1797,Normal
0.05,38.49,33.57,1.685,1.254,1.831,2026-04-02 13:55:00,MTR-02,2820,Warning
0.0,31.31,33.66,-1.455,0.349,1.924,2026-04-02 14:00:00,MTR-03,2747,Normal
0.0,30.8,33.52,-0.609,0.85,1.984,2026-04-02 14:05:00,MTR-03,1259,Normal
0.0,32.73,33.61,-0.232,0.955,2.0,2026-04-02 14:10:00,MTR-03,2581,Normal
0.0,31.29,33.57,-2.0,-0.632,0.777,2026-04-02 14:15:00,MTR-02,2889,Normal
0.0,30.8,33.61,-2.0,-0.625,0.766,2026-04-02 14:20:00,MTR-01,4520,Normal
0.0,31.17,33.61,-2.0,-0.431,1.106,2026-04-02 14:25:00,MTR-01,4124,Normal
0.0,31.1,33.66,-2.0,-0.751,0.18,2026-04-02 14:30:00,MTR-02,3393,Normal
0.016,30.82,33.66,-2.0,-0.821,0.138,2026-04-02 14:35:00,MTR-03,1065,Normal
0.059,31.31,33.61,-2.0,-0.77,0.43,2026-04-02 14:40:00,MTR-02,3644,Normal
0.016,31.15,33.66,-1.556,-0.662,0.352,2026-04-02 14:45:00,MTR-02,2117,Normal
0.081,31.22,33.75,-1.952,-0.723,0.231,2026-04-02 14:50:00,MTR-02,2900,Normal
0.029,31.15,33.71,-2.0,-0.74,0.197,2026-04-02 14:55:00,MTR-03,1897,Normal
0.068,31.15,33.61,1.748,-0.518,0.482,2026-04-02 15:00:00,MTR-02,3843,Normal
0.081,31.83,33.66,1.831,-0.521,0.469,2026-04-02 15:05:00,MTR-02,2947,Normal
0.068,31.92,33.66,2.0,-0.451,0.341,2026-04-02 15:10:00,MTR-01,3354,Normal
0.09,31.38,33.71,2.0,1.239,1.768,2026-04-02 15:15:00,MTR-01,4917,Normal
0.0,31.41,33.75,1.499,1.263,1.882,2026-04-02 15:20:00,MTR-01,3524,Normal
0.0,29.67,33.85,1.085,1.234,1.958,2026-04-02 15:25:00,MTR-03,1221,Normal
0.0,31.41,33.85,-2.0,-0.395,1.171,2026-04-02 15:30:00,MTR-01,1506,Normal
0.05,32.63,33.71,-2.0,-0.548,0.937,2026-04-02 15:35:00,MTR-03,1454,Normal
0.0,31.38,33.85,-2.0,-0.671,0.679,2026-04-02 15:40:00,MTR-03,2736,Normal
0.0,31.03,33.75,-1.125,-0.594,0.472,2026-04-02 15:45:00,MTR-02,2317,Normal
0.0,31.41,33.8,-1.345,-0.626,0.414,2026-04-02 15:50:00,MTR-03,4711,Normal
0.0,31.55,33.85,-1.934,-0.721,0.235,2026-04-02 15:55:00,MTR-03,1094,Normal
0.0,31.57,33.94,1.819,-0.509,0.447,2026-04-02 16:00:00,MTR-02,1539,Normal
0.0,31.9,33.89,1.89,-0.504,0.431,2026-04-02 16:05:00,MTR-02,2104,Normal
0.0,32.06,33.89,2.0,-0.441,0.354,2026-04-02 16:10:00,MTR-02,3661,Normal
0.081,30.78,33.85,2.0,-0.096,0.403,2026-04-02 16:15:00,MTR-01,2228,Normal
0.05,31.9,33.89,-0.682,0.84,2.0,2026-04-02 16:20:00,MTR-03,1697,Normal
0.042,31.45,33.89,-2.0,0.143,1.73,2026-04-02 16:25:00,MTR-02,3845,Normal
0.0,31.71,33.94,-2.0,-0.459,1.06,2026-04-02 16:30:00,MTR-02,2130,Normal
0.0,31.76,33.85,-0.272,-0.546,0.597,2026-04-02 16:35:00,MTR-02,2055,Normal
0.0,31.43,33.89,1.568,-0.504,0.481,2026-04-02 16:40:00,MTR-03,4442,Normal
0.111,31.69,33.99,2.0,-0.313,0.331,2026-04-02 16:45:00,MTR-03,3789,Normal
0.011,32.92,33.94,-1.083,0.684,1.974,2026-04-02 16:50:00,MTR-03,4696,Normal
0.0,31.45,33.99,-2.0,-0.664,0.72,2026-04-02 16:55:00,MTR-01,3142,Normal
0.164,31.38,33.89,-2.0,-0.751,0.168,2026-04-02 17:00:00,MTR-01,3086,Normal
0.055,35.25,33.94,2.0,0.08,0.504,2026-04-02 17:05:00,MTR-03,1958,Warning
0.003,31.15,33.94,2.0,1.229,1.727,2026-04-02 17:10:00,MTR-01,2790,Normal
0.068,32.18,33.89,-1.634,0.426,1.878,2026-04-02 17:15:00,MTR-03,4809,Normal
0.159,31.9,33.99,-1.087,-0.599,0.471,2026-04-02 17:20:00,MTR-02,2224,Normal
0.103,31.59,34.04,1.998,-0.486,0.415,2026-04-02 17:25:00,MTR-01,4788,Normal
0.124,31.81,33.94,2.0,0.239,0.635,2026-04-02 17:30:00,MTR-02,3082,Normal
0.016,32.61,33.99,-2.0,0.116,1.681,2026-04-02 17:35:00,MTR-02,2026,Normal
0.016,32.97,34.13,-2.0,-0.718,0.579,2026-04-02 17:40:00,MTR-02,1880,Normal
0.164,31.88,34.04,-2.0,-0.764,0.133,2026-04-02 17:45:00,MTR-01,3288,Normal
0.081,31.81,34.13,2.0,0.196,0.609,2026-04-02 17:50:00,MTR-03,1439,Normal
0.0,31.9,34.08,1.205,1.216,1.961,2026-04-02 17:55:00,MTR-01,1132,Normal
0.042,31.97,34.04,-2.0,-0.329,1.252,2026-04-02 18:00:00,MTR-02,2585,Normal
0.085,31.85,34.04,1.946,-0.504,0.405,2026-04-02 18:05:00,MTR-02,1925,Normal
0.02,32.28,34.18,2.0,0.844,1.256,2026-04-02 18:10:00,MTR-01,2875,Normal
0.0,31.66,34.08,-0.885,0.743,2.0,2026-04-02 18:15:00,MTR-03,3539,Normal
0.0,32.63,34.13,-2.0,-0.73,0.543,2026-04-02 18:20:00,MTR-01,3739,Normal
0.0,31.95,34.08,2.0,-0.237,0.337,2026-04-02 18:25:00,MTR-01,4774,Normal
0.02,32.11,34.08,1.57,1.245,1.897,2026-04-02 18:30:00,MTR-01,3202,Normal
0.077,32.28,34.13,-2.0,-0.29,1.307,2026-04-02 18:35:00,MTR-02,1380,Normal
0.0,32.02,34.13,2.0,-0.386,0.318,2026-04-02 18:40:00,MTR-01,4962,Normal
0.081,33.11,34.08,1.46,1.238,1.932,2026-04-02 18:45:00,MTR-02,2356,Normal
0.072,31.1,34.18,-2.0,-0.627,0.781,2026-04-02 18:50:00,MTR-03,3377,Normal
0.0,31.81,34.13,2.0,0.01,0.456,2026-04-02 18:55:00,MTR-02,3771,Normal
0.334,31.81,34.13,-0.449,0.888,2.0,2026-04-02 19:00:00,MTR-01,1374,Normal
0.0,31.9,34.18,-2.0,-0.81,0.264,2026-04-02 19:05:00,MTR-03,1496,Normal
0.146,31.97,34.18,2.0,0.384,0.777,2026-04-02 19:10:00,MTR-02,1664,Normal
0.011,31.92,34.22,-1.242,0.598,1.98,2026-04-02 19:15:00,MTR-01,1040,Normal
0.042,31.9,34.13,-2.0,-0.821,0.1,2026-04-02 19:20:00,MTR-03,2907,Normal
0.111,31.41,34.27,2.0,0.901,1.309,2026-04-02 19:25:00,MTR-01,4406,Normal
0.068,32.16,34.22,-2.0,-0.012,1.62,2026-04-02 19:30:00,MTR-01,3039,Normal
0.142,31.03,34.22,-1.844,-0.701,0.244,2026-04-02 19:35:00,MTR-02,4796,Normal
0.124,31.95,34.22,1.563,1.248,1.906,2026-04-02 19:40:00,MTR-03,3040,Normal
0.0,31.76,34.27,-2.0,-0.581,0.898,2026-04-02 19:45:00,MTR-03,2958,Normal
0.0,32.14,34.22,-0.397,-0.529,0.573,2026-04-02 19:50:00,MTR-02,1543,Normal
0.011,26.76,34.13,-0.435,0.904,2.0,2026-04-02 19:55:00,MTR-01,1510,Normal
0.0,32.28,34.18,-2.0,-0.845,0.179,2026-04-02 20:00:00,MTR-03,2625,Normal
0.0,32.16,34.27,1.238,-0.494,0.536,2026-04-02 20:05:00,MTR-01,2286,Normal
0.007,31.03,34.22,2.0,1.018,1.451,2026-04-02 20:10:00,MTR-01,2005,Normal
0.0,30.71,34.22,-2.0,-0.786,0.123,2026-04-02 20:15:00,MTR-03,2757,Normal
0.0,31.97,34.27,2.0,-0.312,0.299,2026-04-02 20:20:00,MTR-02,1038,Normal
0.077,31.88,34.37,0.181,1.062,2.0,2026-04-02 20:25:00,MTR-01,3343,Normal
0.0,32.21,34.22,0.388,-0.498,0.625,2026-04-02 20:30:00,MTR-03,4488,Normal
0.042,31.81,34.32,2.0,1.067,1.514,2026-04-02 20:35:00,MTR-02,3308,Normal
0.055,32.28,34.37,-2.0,-0.506,1.033,2026-04-02 20:40:00,MTR-01,4071,Normal
0.0,31.81,34.37,2.0,0.026,0.465,2026-04-02 20:45:00,MTR-02,3497,Normal
0.0,31.76,34.32,-1.416,0.518,1.954,2026-04-02 20:50:00,MTR-01,3721,Normal
0.0,31.64,34.37,-1.906,-0.713,0.219,2026-04-02 20:55:00,MTR-02,2682,Normal
0.0,32.16,34.37,0.25,1.076,2.0,2026-04-02 21:00:00,MTR-01,2259,Normal
0.055,31.92,34.32,-2.0,-0.792,0.123,2026-04-02 21:05:00,MTR-02,4780,Normal
0.016,31.95,34.41,2.0,0.008,0.44,2026-04-02 21:10:00,MTR-01,3533,Normal
0.0,32.16,34.41,-2.0,-0.836,0.179,2026-04-02 21:15:00,MTR-03,2607,Normal
0.033,31.85,34.46,2.0,-0.396,0.301,2026-04-02 21:20:00,MTR-01,3050,Normal
0.068,32.04,34.41,-0.043,1.009,2.0,2026-04-02 21:25:00,MTR-01,4534,Normal
0.042,32.42,34.51,-2.0,-0.815,0.094,2026-04-02 21:30:00,MTR-01,1302,Normal
0.042,31.92,34.37,1.321,1.239,1.957,2026-04-02 21:35:00,MTR-02,3844,Normal
0.046,32.11,34.46,-2.0,-0.838,0.122,2026-04-02 21:40:00,MTR-02,1202,Normal
0.0,32.44,34.41,2.0,0.048,0.472,2026-04-02 21:45:00,MTR-02,2654,Normal
0.0,32.3,34.51,-2.0,-0.774,0.152,2026-04-02 21:50:00,MTR-03,4180,Normal
0.168,32.78,34.46,2.0,0.472,0.852,2026-04-02 21:55:00,MTR-03,2643,Normal
0.12,33.76,34.46,-2.0,-0.491,1.058,2026-04-02 22:00:00,MTR-01,2782,Normal
0.111,32.66,34.41,2.0,0.743,1.177,2026-04-02 22:05:00,MTR-03,3922,Normal
0.0,31.92,34.51,-2.0,-0.759,0.538,2026-04-02 22:10:00,MTR-03,2000,Normal
0.011,32.18,34.37,2.0,-0.301,0.295,2026-04-02 22:15:00,MTR-02,3539,Normal
0.164,32.35,34.55,-2.0,-0.844,0.18,2026-04-02 22:20:00,MTR-01,4889,Normal
0.003,31.29,34.41,2.0,-0.211,0.335,2026-04-02 22:25:00,MTR-03,3752,Normal
0.0,32.44,34.41,-1.785,0.335,1.863,2026-04-02 22:30:00,MTR-03,1378,Normal
0.129,32.04,34.51,2.0,-0.243,0.319,2026-04-02 22:35:00,MTR-03,2100,Normal
0.033,32.11,34.55,-2.0,0.155,1.768,2026-04-02 22:40:00,MTR-01,4276,Normal
0.111,33.04,34.6,-0.356,-0.497,0.573,2026-04-02 22:45:00,MTR-01,4013,Normal
0.111,33.42,34.6,-2.0,-0.036,1.615,2026-04-02 22:50:00,MTR-01,2604,Normal
0.029,32.25,34.55,0.3,-0.49,0.589,2026-04-02 22:55:00,MTR-01,1252,Normal
0.103,32.73,34.46,1.274,1.223,1.985,2026-04-02 23:00:00,MTR-01,2594,Normal
0.177,32.56,34.6,-2.0,-0.786,0.1,2026-04-02 23:05:00,MTR-03,4719,Normal
0.007,31.69,34.51,-0.532,0.862,2.0,2026-04-02 23:10:00,MTR-01,3479,Normal
0.003,32.32,34.65,-1.057,-0.546,0.467,2026-04-02 23:15:00,MTR-01,3440,Normal
0.0,32.23,34.55,2.0,1.206,1.805,2026-04-02 23:20:00,MTR-03,1842,Normal
0.024,32.23,34.6,0.369,-0.482,0.604,2026-04-02 23:25:00,MTR-01,3220,Normal
0.02,32.44,34.6,1.742,1.208,1.894,2026-04-02 23:30:00,MTR-01,4508,Normal
0.094,32.49,34.55,-2.0,-0.821,0.129,2026-04-02 23:35:00,MTR-03,1481,Normal
0.0,32.06,34.65,0.222,1.049,2.0,2026-04-02 23:40:00,MTR-02,2107,Normal
0.12,33.88,34.51,-0.79,-0.514,0.51,2026-04-02 23:45:00,MTR-02,3007,Normal
0.0,32.28,34.6,0.86,1.153,2.0,2026-04-02 23:50:00,MTR-01,1770,Normal
0.072,32.25,34.6,2.0,-0.292,0.292,2026-04-02 23:55:00,MTR-01,2907,Normal
0.151,32.66,34.46,-2.0,-0.264,1.413,2026-04-03 00:00:00,MTR-02,2637,Normal
0.0,33.01,34.51,2.0,-0.346,0.281,2026-04-03 00:05:00,MTR-01,2891,Normal
0.055,32.73,34.51,-2.0,-0.775,0.103,2026-04-03 00:10:00,MTR-01,4536,Normal
0.155,32.14,34.65,2.0,0.382,0.781,2026-04-03 00:15:00,MTR-03,4270,Normal
0.003,39.51,34.65,-2.0,-0.437,1.169,2026-04-03 00:20:00,MTR-01,4405,Warning
0.0,32.73,34.69,1.99,-0.432,0.389,2026-04-03 00:25:00,MTR-03,3301,Normal
0.024,33.3,34.69,-2.0,-0.823,0.271,2026-04-03 00:30:00,MTR-02,2940,Normal
0.007,32.51,34.74,2.0,0.24,0.628,2026-04-03 00:35:00,MTR-03,3740,Normal
0.142,32.18,34.65,-2.0,-0.744,0.57,2026-04-03 00:40:00,MTR-02,2048,Normal
0.05,32.51,34.6,0.752,1.128,2.0,2026-04-03 00:45:00,MTR-02,4845,Normal
0.0,32.68,34.51,-1.235,-0.543,0.438,2026-04-03 00:50:00,MTR-03,3384,Normal
0.0,32.59,34.65,0.98,1.158,1.999,2026-04-03 00:55:00,MTR-01,2425,Normal
0.081,32.7,34.65,2.0,-0.354,0.283,2026-04-03 01:00:00,MTR-01,1085,Normal
0.151,30.62,34.69,-2.0,-0.222,1.456,2026-04-03 01:05:00,MTR-01,3527,Normal
0.0,33.18,34.6,2.0,-0.326,0.272,2026-04-03 01:10:00,MTR-01,1043,Normal
0.0,32.37,34.69,-1.452,-0.584,0.383,2026-04-03 01:15:00,MTR-03,1469,Normal
0.007,32.66,34.65,0.516,1.086,2.0,2026-04-03 01:20:00,MTR-02,1719,Normal
0.016,32.73,34.69,-0.227,-0.453,0.583,2026-04-03 01:25:00,MTR-01,2835,Normal
0.081,30.66,34.79,-0.872,0.722,2.0,2026-04-03 01:30:00,MTR-03,2571,Normal
0.059,32.35,34.65,2.0,0.215,0.622,2026-04-03 01:35:00,MTR-01,2397,Normal
0.0,32.54,34.65,-2.0,-0.762,0.523,2026-04-03 01:40:00,MTR-01,4279,Normal
0.0,32.25,34.74,2.0,0.244,0.649,2026-04-03 01:45:00,MTR-02,3788,Normal
0.0,32.7,34.69,-0.249,-0.457,0.577,2026-04-03 01:50:00,MTR-01,1365,Normal
0.0,33.25,34.79,-0.904,0.714,2.0,2026-04-03 01:55:00,MTR-03,2934,Normal
0.081,32.02,34.74,1.33,-0.441,0.49,2026-04-03 02:00:00,MTR-03,2746,Normal
0.003,32.28,34.65,-2.0,-0.82,0.185,2026-04-03 02:05:00,MTR-01,1061,Normal
0.0,32.66,34.79,2.0,0.492,0.89,2026-04-03 02:10:00,MTR-03,1783,Normal
0.0,33.45,34.79,-2.0,-0.76,0.119,2026-04-03 02:15:00,MTR-03,4340,Normal
0.055,32.54,34.79,-2.0,-0.544,1.007,2026-04-03 02:20:00,MTR-01,3974,Normal
0.042,33.21,34.84,2.0,0.518,0.931,2026-04-03 02:25:00,MTR-01,1297,Normal
0.0,32.66,34.79,-1.597,-0.608,0.328,2026-04-03 02:30:00,MTR-02,4938,Normal
0.0,33.13,34.79,-2.0,-0.785,0.118,2026-04-03 02:35:00,MTR-01,4577,Normal
0.0,32.68,34.74,-0.46,0.865,2.0,2026-04-03 02:40:00,MTR-03,3286,Normal
0.011,33.57,34.84,2.0,-0.429,0.373,2026-04-03 02:45:00,MTR-01,3656,Normal
0.033,32.66,34.79,-2.0,-0.502,1.055,2026-04-03 02:50:00,MTR-03,4137,Normal
0.042,32.87,34.98,-0.336,0.907,2.0,2026-04-03 02:55:00,MTR-02,4699,Normal
0.0,32.75,34.84,2.0,-0.387,0.275,2026-04-03 03:00:00,MTR-03,4155,Normal
0.0,32.44,34.84,-2.0,-0.818,0.168,2026-04-03 03:05:00,MTR-03,4193,Normal
0.003,32.8,34.88,-2.0,-0.629,0.853,2026-04-03 03:10:00,MTR-01,4819,Normal
0.0,32.37,34.88,1.953,1.187,1.842,2026-04-03 03:15:00,MTR-03,1097,Normal
0.0,33.11,34.84,2.0,-0.4,0.323,2026-04-03 03:20:00,MTR-03,1991,Normal
0.003,32.28,34.84,0.585,-0.436,0.569,2026-04-03 03:25:00,MTR-03,4309,Normal
0.016,33.18,34.84,-2.0,-0.658,0.791,2026-04-03 03:30:00,MTR-02,4477,Normal
0.146,32.06,34.88,2.0,1.16,1.729,2026-04-03 03:35:00,MTR-02,4848,Normal
0.0,32.66,34.88,2.0,0.242,0.659,2026-04-03 03:40:00,MTR-03,1191,Normal
0.111,32.28,34.93,-1.618,-0.592,0.333,2026-04-03 03:45:00,MTR-01,2742,Normal
0.085,32.32,35.02,-2.0,0.008,1.699,2026-04-03 03:50:00,MTR-02,1429,Normal
0.159,32.87,34.98,2.0,0.579,1.0,2026-04-03 03:55:00,MTR-02,4458,Normal
0.0,32.89,34.98,2.0,-0.189,0.318,2026-04-03 04:00:00,MTR-03,4353,Normal
0.055,32.61,35.12,-2.0,-0.696,0.174,2026-04-03 04:05:00,MTR-02,2694,Normal
0.085,32.16,34.93,-2.0,0.147,1.801,2026-04-03 04:10:00,MTR-02,3798,Normal
0.12,31.78,35.07,-1.416,0.488,1.983,2026-04-03 04:15:00,MTR-02,2555,Normal
0.042,33.01,35.07,2.0,0.996,1.478,2026-04-03 04:20:00,MTR-03,2185,Normal
0.124,33.16,35.07,2.0,-0.411,0.33,2026-04-03 04:25:00,MTR-02,4770,Normal
0.081,32.59,34.93,1.875,-0.431,0.381,2026-04-03 04:30:00,MTR-01,4777,Normal
0.107,33.42,35.02,-2.0,-0.741,0.135,2026-04-03 04:35:00,MTR-02,3790,Normal
0.094,32.94,34.98,-2.0,-0.034,1.672,2026-04-03 04:40:00,MTR-01,1408,Normal
0.068,32.92,35.07,-2.0,0.153,1.828,2026-04-03 04:45:00,MTR-03,4431,Normal
0.007,33.69,35.12,2.0,1.06,1.583,2026-04-03 04:50:00,MTR-01,3456,Normal
0.09,32.18,35.12,2.0,-0.349,0.268,2026-04-03 04:55:00,MTR-01,1805,Normal
0.011,32.8,35.07,-1.268,-0.553,0.405,2026-04-03 05:00:00,MTR-03,4800,Normal
0.094,32.63,35.07,-0.276,-0.457,0.569,2026-04-03 05:05:00,MTR-01,3454,Normal
0.094,33.21,35.17,-2.0,-0.826,0.179,2026-04-03 05:10:00,MTR-01,4615,Normal
